번호,처리현황,신고번호,지역,접수일자,신고종류,활동종류,활동시작일,활동마지막일,기간
476,신고수리완료,2017-서귀포-56,서귀포,2017-12-31,건별 신고,수중,2017-12-31,2017-12-31,0
477,신고수리완료,2017-속초-25,속초,2017-12-29,기간제 신고,수중,2018-01-12,2018-03-31,78
478,신고수리완료,2017-서귀포-50,서귀포,2017-12-23,건별 신고,수중,2017-12-22,2017-12-22,0
479,신고수리완료,2017-서귀포-51,서귀포,2017-12-23,건별 신고,수중,2017-12-22,2017-12-22,0
480,신고수리완료,2017-서귀포-52,서귀포,2017-12-23,건별 신고,수중,2017-12-23,2017-12-23,0
481,신고수리완료,2017-서귀포-53,서귀포,2017-12-23,건별 신고,수중,2017-12-23,2017-12-23,0
482,신고수리완료,2017-서귀포-54,서귀포,2017-12-23,건별 신고,수중,2017-12-24,2017-12-24,0
483,신고수리완료,2017-서귀포-49,서귀포,2017-12-22,건별 신고,수중,2017-12-22,2017-12-22,0
484,신고수리완료,2017-여수-4,여수,2017-12-17,기간제 신고,수중,2018-01-01,2018-03-31,89
485,신고수리완료,2017-서귀포-48,서귀포,2017-12-16,건별 신고,수중,2017-12-16,2017-12-16,0
486,신고수리완료,2017-속초-24,속초,2017-12-14,기간제 신고,수중,2018-01-01,2018-03-31,89
487,신고수리완료,2017-속초-23,속초,2017-12-10,건별 신고,수중,2017-12-10,2017-12-10,0
488,신고수리완료,2017-서귀포-47,서귀포,2017-12-09,건별 신고,수중,2017-12-09,2017-12-09,0
489,신고수리완료,2017-부산-5,부산,2017-12-08,기간제 신고,수중,2018-01-01,2018-01-31,30
490,신고수리완료,2017-속초-22,속초,2017-12-01,건별 신고,수중,2017-12-01,2017-12-02,1
491,신고수리완료,2017-서귀포-46,서귀포,2017-11-25,건별 신고,수중,2017-11-26,2017-11-26,0
492,신고수리완료,2017-서귀포-45,서귀포,2017-11-18,건별 신고,수중,2017-11-19,2017-11-19,0
493,신고수리완료,2017-부산-4,부산,2017-11-17,기간제 신고,수중,2017-12-01,2017-12-31,30
494,신고수리완료,2017-서귀포-44,서귀포,2017-11-17,건별 신고,수중,2017-11-18,2017-11-18,0
495,신고수리완료,2017-서귀포-43,서귀포,2017-11-16,건별 신고,수중,2017-11-17,2017-11-17,0
496,신고수리완료,2017-서귀포-41,서귀포,2017-11-13,기간제 신고,수중,2017-11-27,2018-02-26,91
497,신고수리완료,2017-부산-3,부산,2017-11-12,건별 신고,수중,2017-11-12,2017-11-12,0
498,신고수리완료,2017-서귀포-40,서귀포,2017-11-12,건별 신고,수중,2017-11-12,2017-11-12,0
499,신고수리완료,2017-속초-21,속초,2017-11-12,기간제 신고,수중,2017-11-26,2017-12-31,35
500,신고수리완료,2017-서귀포-37,서귀포,2017-11-11,건별 신고,수중,2017-11-11,2017-11-11,0
501,신고수리완료,2017-서귀포-38,서귀포,2017-11-11,건별 신고,수중,2017-11-11,2017-11-11,0
502,신고수리완료,2017-서귀포-39,서귀포,2017-11-11,건별 신고,수중,2017-11-12,2017-11-12,0
503,신고수리완료,2017-서귀포-33,서귀포,2017-11-10,건별 신고,수중,2017-11-11,2017-11-11,0
504,신고수리완료,2017-서귀포-34,서귀포,2017-11-10,건별 신고,수중,2017-11-12,2017-11-12,0
505,신고수리완료,2017-속초-19,속초,2017-11-09,기간제 신고,수중,2017-11-25,2018-11-24,364
506,신고수리완료,2017-여수-3,여수,2017-11-08,기간제 신고,수중,2017-11-23,2018-02-22,91
507,신고수리완료,2017-부산-2,부산,2017-11-04,건별 신고,수중,2017-11-04,2017-11-05,1
508,신고수리완료,2017-서귀포-27,서귀포,2017-11-03,건별 신고,수중,2017-11-03,2017-11-03,0
509,신고수리완료,2017-포항-130,포항,2017-10-28,건별 신고,수중,2017-10-28,2017-10-28,0
510,신고수리완료,2017-서귀포-26,서귀포,2017-10-27,기간제 신고,수중,2017-11-10,2018-02-09,91
511,신고수리완료,2017-속초-18,속초,2017-10-26,기간제 신고,수중,2017-11-09,2018-02-08,91
512,신고수리완료,2017-제주-7,제주,2017-10-26,기간제 신고,수중,2017-11-09,2018-01-09,61
513,신고수리완료,2017-속초-17,속초,2017-10-25,기간제 신고,수중,2017-11-08,2017-12-31,53
514,신고수리완료,2017-속초-16,속초,2017-10-23,기간제 신고,수중,2017-11-06,2017-12-31,55
515,신고수리완료,2017-여수-2,여수,2017-10-21,기간제 신고,수중,2017-11-09,2018-02-08,91
516,신고수리완료,2017-속초-15,속초,2017-10-20,기간제 신고,수중,2017-11-03,2017-12-31,58
517,신고수리완료,2017-서귀포-25,서귀포,2017-10-19,기간제 신고,수중,2017-11-02,2018-02-02,92
518,신고수리완료,2017-속초-14,속초,2017-10-19,기간제 신고,수중,2017-11-02,2017-12-31,59
519,신고수리완료,2017-여수-1,여수,2017-10-19,기간제 신고,수중,2017-11-03,2017-12-31,58
520,신고수리완료,2017-서귀포-23,서귀포,2017-10-18,기간제 신고,수중,2017-11-01,2018-01-31,91
521,신고수리완료,2017-부산-1,부산,2017-10-16,기간제 신고,수중,2017-10-31,2017-11-30,30
522,신고수리완료,2017-서귀포-19,서귀포,2017-10-16,기간제 신고,수중,2017-10-30,2017-11-30,31
523,신고수리완료,2017-속초-12,속초,2017-10-16,기간제 신고,수중,2017-10-30,2018-01-30,92
524,신고수리완료,2017-속초-13,속초,2017-10-16,기간제 신고,수중,2017-10-30,2017-12-31,62
525,신고수리완료,2017-포항-129,포항,2017-10-14,건별 신고,수중,2017-10-14,2017-10-14,0
526,신고수리완료,2017-포항-128,포항,2017-10-11,건별 신고,수중,2017-10-11,2017-10-11,0
527,신고수리완료,2017-포항-126,포항,2017-10-09,건별 신고,수중,2017-10-08,2017-10-08,0
528,신고수리완료,2017-포항-127,포항,2017-10-09,건별 신고,수중,2017-10-09,2017-10-09,0
529,신고수리완료,2017-포항-124,포항,2017-10-08,건별 신고,수중,2017-10-08,2017-10-08,0
530,신고수리완료,2017-포항-125,포항,2017-10-08,건별 신고,수중,2017-10-08,2017-10-08,0
531,신고수리완료,2017-포항-121,포항,2017-10-07,건별 신고,수중,2017-10-07,2017-10-07,0
532,신고수리완료,2017-포항-122,포항,2017-10-07,기간제 신고,수중,2017-10-21,2017-11-21,31
533,신고수리완료,2017-포항-123,포항,2017-10-07,건별 신고,수중,2017-10-07,2017-10-07,0
534,신고수리완료,2017-포항-120,포항,2017-10-05,건별 신고,수중,2017-10-05,2017-10-05,0
535,신고수리완료,2017-포항-118,포항,2017-10-01,건별 신고,수중,2017-10-01,2017-10-01,0
536,신고수리완료,2017-포항-119,포항,2017-10-01,건별 신고,수중,2017-10-01,2017-10-01,0
537,신고수리완료,2017-포항-115,포항,2017-09-30,건별 신고,수중,2017-09-30,2017-09-30,0
538,신고수리완료,2017-포항-116,포항,2017-09-30,건별 신고,수중,2017-09-30,2017-09-30,0
539,신고수리완료,2017-포항-117,포항,2017-09-30,건별 신고,수중,2017-10-01,2017-10-01,0
540,신고수리완료,2017-통영-55,통영,2017-09-29,기간제 신고,수중,2017-10-13,2017-10-19,6
541,신고수리완료,2017-속초-10,속초,2017-09-28,기간제 신고,수중,2017-10-26,2017-12-24,59
542,신고수리완료,2017-포항-114,포항,2017-09-24,건별 신고,수중,2017-09-24,2017-09-24,0
543,신고수리완료,2017-포항-112,포항,2017-09-23,건별 신고,수중,2017-09-23,2017-09-23,0
544,신고수리완료,2017-포항-113,포항,2017-09-23,기간제 신고,수중,2017-10-07,2017-12-06,60
545,신고수리완료,2017-속초-9,속초,2017-09-22,기간제 신고,수중,2017-10-06,2018-04-01,177
546,신고수리완료,2017-통영-54,통영,2017-09-21,건별 신고,수중,2017-09-23,2017-09-24,1
547,신고수리완료,2017-속초-8,속초,2017-09-20,기간제 신고,수중,2017-10-04,2018-04-01,179
548,신고수리완료,2017-포항-110,포항,2017-09-18,기간제 신고,수중,2017-10-02,2017-12-31,90
549,신고수리완료,2017-포항-111,포항,2017-09-18,기간제 신고,수중,2017-10-02,2017-12-31,90
550,신고수리완료,2017-동해-330,동해,2017-09-16,건별 신고,수중,2017-09-16,2017-09-16,0
551,신고수리완료,2017-포항-108,포항,2017-09-16,계획(변경)신고,수중,2017-09-30,2017-12-30,91
552,신고수리완료,2017-포항-109,포항,2017-09-16,기간제 신고,수중,2017-09-30,2017-12-30,91
553,신고수리완료,2017-서귀포-17,서귀포,2017-09-13,기간제 신고,수중,2017-09-27,2017-12-26,90
554,신고수리완료,2017-동해-329,동해,2017-09-12,건별 신고,수중,2017-09-12,2017-09-12,0
555,신고수리완료,2017-동해-324,동해,2017-09-10,건별 신고,수중,2017-09-10,2017-09-10,0
556,신고수리완료,2017-포항-106,포항,2017-09-10,건별 신고,수중,2017-09-10,2017-09-10,0
557,신고수리완료,2017-포항-107,포항,2017-09-10,건별 신고,수중,2017-09-10,2017-09-10,0
558,신고수리완료,2017-동해-323,동해,2017-09-09,건별 신고,수중,2017-09-09,2017-09-09,0
559,신고수리완료,2017-포항-103,포항,2017-09-09,건별 신고,수중,2017-09-09,2017-09-09,0
560,신고수리완료,2017-포항-104,포항,2017-09-09,건별 신고,수중,2017-09-09,2017-09-09,0
561,신고수리완료,2017-포항-105,포항,2017-09-09,건별 신고,수중,2017-09-09,2017-09-09,0
562,신고수리완료,2017-통영-53,통영,2017-09-07,기간제 신고,수중,2017-09-22,2017-11-20,59
563,신고수리완료,2017-포항-101,포항,2017-09-06,건별 신고,수중,2017-09-06,2017-09-06,0
564,신고수리완료,2017-통영-51,통영,2017-09-05,기간제 신고,수중,2017-09-21,2017-12-20,90
565,신고수리완료,2017-포항-100,포항,2017-09-05,건별 신고,수중,2017-09-05,2017-09-05,0
566,신고수리완료,2017-포항-99,포항,2017-09-05,건별 신고,수중,2017-09-05,2017-09-05,0
567,신고수리완료,2017-동해-322,동해,2017-09-03,건별 신고,수중,2017-09-03,2017-09-03,0
568,신고수리완료,2017-포항-96,포항,2017-09-03,건별 신고,수중,2017-09-03,2017-09-03,0
569,신고수리완료,2017-포항-97,포항,2017-09-03,건별 신고,수중,2017-09-03,2017-09-03,0
570,신고수리완료,2017-포항-98,포항,2017-09-03,건별 신고,수중,2017-09-03,2017-09-03,0
571,신고수리완료,2017-동해-320,동해,2017-09-02,건별 신고,수중,2017-09-02,2017-09-02,0
572,신고수리완료,2017-서귀포-16,서귀포,2017-09-02,기간제 신고,수중,2017-09-16,2017-09-30,14
573,신고수리완료,2017-포항-95,포항,2017-09-02,기간제 신고,수중,2017-09-16,2017-12-16,91
574,신고수리완료,2017-포항-94,포항,2017-09-01,기간제 신고,수중,2017-09-15,2017-10-16,31
575,신고수리완료,2017-서귀포-15,서귀포,2017-08-31,건별 신고,수중,2017-09-01,2017-09-01,0
576,신고수리완료,2017-동해-317,동해,2017-08-30,건별 신고,수중,2017-08-30,2017-08-30,0
577,신고수리완료,2017-동해-318,동해,2017-08-30,건별 신고,수중,2017-08-30,2017-08-30,0
578,신고수리완료,2017-서귀포-11,서귀포,2017-08-30,기간제 신고,수중,2017-09-13,2017-11-30,78
579,신고수리완료,2017-서귀포-12,서귀포,2017-08-30,기간제 신고,수중,2017-09-13,2017-11-30,78
580,신고수리완료,2017-서귀포-13,서귀포,2017-08-30,건별 신고,수중,2017-08-31,2017-08-31,0
581,신고수리완료,2017-서귀포-9,서귀포,2017-08-30,건별 신고,수중,2017-08-30,2017-08-30,0
582,신고수리완료,2017-동해-313,동해,2017-08-29,건별 신고,,2017-08-29,2017-08-29,0
583,신고수리완료,2017-동해-314,동해,2017-08-29,건별 신고,수중,2017-08-29,2017-08-29,0
584,신고수리완료,2017-서귀포-8,서귀포,2017-08-29,기간제 신고,수중,2017-09-12,2017-11-23,72
585,신고수리완료,2017-동해-309,동해,2017-08-28,건별 신고,수중,2017-08-28,2017-08-28,0
586,신고수리완료,2017-동해-303,동해,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
587,신고수리완료,2017-동해-303,동해,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
588,신고수리완료,2017-동해-305,동해,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
589,신고수리완료,2017-동해-307,동해,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
590,신고수리완료,2017-동해-308,동해,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
591,신고수리완료,2017-포항-92,포항,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
592,신고수리완료,2017-포항-93,포항,2017-08-27,건별 신고,수중,2017-08-27,2017-08-27,0
593,신고수리완료,2017-동해-291,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
594,신고수리완료,2017-동해-292,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
595,신고수리완료,2017-동해-293,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
596,신고수리완료,2017-동해-293,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
597,신고수리완료,2017-동해-295,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
598,신고수리완료,2017-동해-296,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
599,신고수리완료,2017-동해-297,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
600,신고수리완료,2017-동해-298,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
601,신고수리완료,2017-동해-299,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
602,신고수리완료,2017-동해-300,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
603,신고수리완료,2017-동해-301,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
604,신고수리완료,2017-동해-302,동해,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
605,신고수리완료,2017-포항-81,포항,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
606,신고수리완료,2017-포항-84,포항,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
607,신고수리완료,2017-포항-86,포항,2017-08-26,건별 신고,수중,2017-08-26,2017-08-26,0
608,신고수리완료,2017-포항-90,포항,2017-08-26,건별 신고,수중,2017-08-27,2017-08-27,0
609,신고수리완료,2017-동해-285,동해,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
610,신고수리완료,2017-동해-286,동해,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
611,신고수리완료,2017-동해-287,동해,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
612,신고수리완료,2017-동해-288,동해,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
613,신고수리완료,2017-동해-289,동해,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
614,신고수리완료,2017-동해-290,동해,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
615,신고수리완료,2017-서귀포-4,서귀포,2017-08-25,기간제 신고,수중,2017-09-08,2017-11-09,62
616,신고수리완료,2017-포항-80,포항,2017-08-25,건별 신고,수중,2017-08-25,2017-08-25,0
617,신고수리완료,2017-동해-283,동해,2017-08-24,건별 신고,수중,2017-08-24,2017-08-24,0
618,신고수리완료,2017-서귀포-3,서귀포,2017-08-24,기간제 신고,수중,2017-09-07,2017-11-06,60
619,신고수리완료,2017-포항-79,포항,2017-08-24,기간제 신고,수중,2017-09-07,2017-12-07,91
620,신고수리완료,2017-동해-280,동해,2017-08-23,건별 신고,수중,2017-08-23,2017-08-23,0
621,신고수리완료,2017-동해-280,동해,2017-08-23,건별 신고,수중,2017-08-23,2017-08-23,0
622,신고수리완료,2017-동해-282,동해,2017-08-23,건별 신고,수중,2017-08-23,2017-08-23,0
623,신고수리완료,2017-서귀포-1,서귀포,2017-08-23,기간제 신고,수중,2017-09-07,2017-11-06,60
624,신고수리완료,2017-통영-49,통영,2017-08-23,건별 신고,수중,2017-08-23,2017-08-23,0
625,신고수리완료,2017-포항-78,포항,2017-08-23,건별 신고,수중,2017-08-23,2017-08-23,0
626,신고수리완료,2017-동해-274,동해,2017-08-22,건별 신고,수중,2017-08-22,2017-08-22,0
627,신고수리완료,2017-동해-275,동해,2017-08-22,건별 신고,수중,2017-08-22,2017-08-22,0
628,신고수리완료,2017-동해-277,동해,2017-08-22,건별 신고,수중,2017-08-22,2017-08-22,0
629,신고수리완료,2017-동해-279,동해,2017-08-22,건별 신고,수중,2017-08-22,2017-08-22,0
630,신고수리완료,2017-포항-76,포항,2017-08-22,건별 신고,수중,2017-08-22,2017-08-22,0
631,신고수리완료,2017-동해-271,동해,2017-08-21,기간제 신고,수중,2017-09-04,2017-10-31,57
632,신고수리완료,2017-동해-272,동해,2017-08-21,건별 신고,수중,2017-08-21,2017-08-21,0
633,신고수리완료,2017-포항-75,포항,2017-08-21,건별 신고,수중,2017-08-21,2017-08-21,0
634,신고수리완료,2017-동해-258,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
635,신고수리완료,2017-동해-259,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
636,신고수리완료,2017-동해-260,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
637,신고수리완료,2017-동해-261,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
638,신고수리완료,2017-동해-263,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
639,신고수리완료,2017-동해-264,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
640,신고수리완료,2017-동해-265,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
641,신고수리완료,2017-동해-266,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
642,신고수리완료,2017-동해-267,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
643,신고수리완료,2017-동해-268,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
644,신고수리완료,2017-동해-269,동해,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
645,신고수리완료,2017-포항-72,포항,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
646,신고수리완료,2017-포항-73,포항,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
647,신고수리완료,2017-포항-74,포항,2017-08-20,건별 신고,수중,2017-08-20,2017-08-20,0
648,신고수리완료,2017-동해-246,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
649,신고수리완료,2017-동해-247,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
650,신고수리완료,2017-동해-248,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
651,신고수리완료,2017-동해-249,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
652,신고수리완료,2017-동해-253,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
653,신고수리완료,2017-동해-254,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
654,신고수리완료,2017-동해-255,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
655,신고수리완료,2017-동해-256,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
656,신고수리완료,2017-동해-257,동해,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
657,신고수리완료,2017-통영-47,통영,2017-08-19,건별 신고,수중,2017-08-19,2017-08-20,1
658,신고수리완료,2017-통영-48,통영,2017-08-19,기간제 신고,수중,2017-09-02,2017-12-01,90
659,신고수리완료,2017-포항-70,포항,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
660,신고수리완료,2017-포항-71,포항,2017-08-19,건별 신고,수중,2017-08-19,2017-08-19,0
661,신고수리완료,2017-동해-240,동해,2017-08-18,건별 신고,수중,2017-08-18,2017-08-18,0
662,신고수리완료,2017-동해-241,동해,2017-08-18,건별 신고,수중,2017-08-18,2017-08-18,0
663,신고수리완료,2017-동해-243,동해,2017-08-18,건별 신고,수중,2017-08-18,2017-08-18,0
664,신고수리완료,2017-동해-245,동해,2017-08-18,건별 신고,수중,2017-08-19,2017-08-19,0
665,신고수리완료,2017-통영-45,통영,2017-08-18,건별 신고,수중,2017-08-19,2017-08-20,1
666,신고수리완료,2017-통영-46,통영,2017-08-18,건별 신고,수중,2017-08-19,2017-08-20,1
667,신고수리완료,2017-포항-69,포항,2017-08-18,건별 신고,수중,2017-08-18,2017-08-18,0
668,신고수리완료,2017-동해-235,동해,2017-08-17,건별 신고,수중,2017-08-17,2017-08-17,0
669,신고수리완료,2017-동해-236,동해,2017-08-17,건별 신고,수중,2017-08-17,2017-08-17,0
670,신고수리완료,2017-동해-238,동해,2017-08-17,건별 신고,수중,2017-08-17,2017-08-17,0
671,신고수리완료,2017-동해-239,동해,2017-08-17,건별 신고,수중,2017-08-17,2017-08-17,0
672,신고수리완료,2017-통영-44,통영,2017-08-17,기간제 신고,수중,2017-08-31,2017-11-30,91
673,신고수리완료,2017-동해-233,동해,2017-08-16,건별 신고,수중,2017-08-16,2017-08-16,0
674,신고수리완료,2017-동해-234,동해,2017-08-16,건별 신고,수중,2017-08-16,2017-08-16,0
675,신고수리완료,2017-동해-230,동해,2017-08-15,건별 신고,수중,2017-08-15,2017-08-15,0
676,신고수리완료,2017-동해-231,동해,2017-08-15,건별 신고,수중,2017-08-15,2017-08-15,0
677,신고수리완료,2017-포항-67,포항,2017-08-15,건별 신고,수중,2017-08-15,2017-08-15,0
678,신고수리완료,2017-포항-68,포항,2017-08-15,건별 신고,수중,2017-08-15,2017-08-15,0
679,신고수리완료,2017-동해-221,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
680,신고수리완료,2017-동해-222,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
681,신고수리완료,2017-동해-223,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
682,신고수리완료,2017-동해-224,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
683,신고수리완료,2017-동해-225,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
684,신고수리완료,2017-동해-226,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
685,신고수리완료,2017-동해-229,동해,2017-08-14,건별 신고,수중,2017-08-14,2017-08-14,0
686,신고수리완료,2017-동해-214,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
687,신고수리완료,2017-동해-215,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
688,신고수리완료,2017-동해-216,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
689,신고수리완료,2017-동해-217,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
690,신고수리완료,2017-동해-218,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
691,신고수리완료,2017-동해-219,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
692,신고수리완료,2017-동해-220,동해,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
693,신고수리완료,2017-통영-43,통영,2017-08-13,건별 신고,수중,2017-08-14,2017-08-15,1
694,신고수리완료,2017-포항-63,포항,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
695,신고수리완료,2017-포항-64,포항,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
696,신고수리완료,2017-포항-65,포항,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
697,신고수리완료,2017-포항-66,포항,2017-08-13,건별 신고,수중,2017-08-13,2017-08-13,0
698,신고수리완료,2017-동해-208,동해,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
699,신고수리완료,2017-동해-209,동해,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
700,신고수리완료,2017-동해-210,동해,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
701,신고수리완료,2017-동해-211,동해,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
702,신고수리완료,2017-동해-212,동해,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
703,신고수리완료,2017-동해-213,동해,2017-08-12,건별 신고,수중,2017-08-13,2017-08-13,0
704,신고수리완료,2017-통영-39,통영,2017-08-12,건별 신고,수중,2017-08-12,2017-08-14,2
705,신고수리완료,2017-통영-40,통영,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
706,신고수리완료,2017-통영-42,통영,2017-08-12,건별 신고,수중,2017-08-13,2017-08-13,0
707,신고수리완료,2017-포항-59,포항,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
708,신고수리완료,2017-포항-60,포항,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
709,신고수리완료,2017-포항-61,포항,2017-08-12,건별 신고,수중,2017-08-12,2017-08-12,0
710,신고수리완료,2017-포항-62,포항,2017-08-12,건별 신고,수중,2017-08-13,2017-08-13,0
711,신고수리완료,2017-동해-205,동해,2017-08-11,건별 신고,수중,2017-08-11,2017-08-11,0
