발생일자,연도,시간,시간대,요일,지방청,해경서, 파출소,시·도,시·군·구,읍·면·동,상세주소,대분류,중분류,위치,대분류,세분류,위도,경도
2013-05-03,2013,,,,동해 지방청,동해,울릉 파출소,경상북도,울릉군,울릉읍,도동항 화물차량 주차장,항포구,도동항,화물차량 주차장,침수,추락,37.48200278,130.9085444
2013-05-03,2013,14:45,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,미수동,통영시 당동 십오야장어 건녀편 물양장,항포구,물양장,,침수,추락,34.83041667,128.40425
2013-05-06,2013,05:00,,,중부 지방청,태안,대천 파출소,충청남도,보령시,신흑동,대천항 보령수협위판장 앞 선착장,항포구,대천항,수협,침수,추락,36.32794444,126.5070028
2013-05-17,2013,15:00,,,서해 지방청,완도,마량 파출소,전라남도,강진군,마량면,전남 강진군 마량면 강진수협위판장 앞 ,항포구,마량항,강진수협위판장 앞,침수,추락,34.44888889,126.8225556
2013-05-17,2013,06:46,,,서해 지방청,여수,광양 파출소,전라남도,광양시,금호동,광양시 금호동 금호대교,해안가,금호대교,,침수,추락,34.947725,127.7215889
2013-05-21,2013,11:50,오전,화요일,제주 지방청,제주,추자 파출소,제주특별자치도,제주시,추자면,추자 신양항 동방파제 공사현장,방파제,,,비침수,추락,33.94055556,126.3291667
2013-05-22,2013,,,,서해 지방청,목포,지도 파출소,전라남도,함평군,월천리,109횟집 앞 선착장,항포구,선착장,,침수,추락,35.13705556,126.4021944
2013-05-22,2013,14:10,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,장목면,거제시 장목면 외포항 국자횟집 앞 약10m ,항포구,해안도로,,,추락,34.939,128.7183056
2013-05-24,2013,15:50,,,제주 지방청,제주,추자 파출소,제주특별자치도,제주시,추자면,추자 신양항 남방파제,방파제,,,침수,추락,33.945125,126.3284111
2013-05-28,2013,10:50,오전,화요일,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,제주항57번 선석,제주항 57번 선석 앞 ,항포구,,,침수,추락,33.52355833,126.5402444
2013-05-31,2013,09:20,,,중부 지방청,인천,대청 파출소,인천광역시,웅진군,백령면,백령도 사항포 포구 차량 추락 관련,방파제,사항포구,방파제,침수,추락,37.97219444,124.6477778
2013-06-04,2013,,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기도안산시단원구 대부북동 방아머리선착장,항포구,방아머리,선착장,비침수,추락,37.29665,126.5740361
2013-06-15,2013,,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기도안산시단원구 대부북동 방아머리선착장,항포구,방아머리,선착장,비침수,추락,37.29665,126.5740361
2013-07-08,2013,07:47,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,중앙동,여수시 중앙동 여객선 터미널,항포구,여수항,중앙동 여객선 터미널,침수,추락,34.7382,127.7328556
2013-07-11,2013,,,,동해 지방청,동해,울릉 파출소,경상북도,울릉군,울릉읍,저동항 북방파제 끝단 테트라포트,항포구,저동항,북방파제,비침수,추락,37.49992778,130.91465
2013-07-12,2013,,,,서해 지방청,목포,진도 파출소,전라남도,진도군,조도면,서거차도 내측 수협 유류탱크 인근 부두 앞,항포구,서거차항,,침수,추락,34.25251944,125.9179056
2013-07-20,2013,15:30,,,중부 지방청,인천,대청 파출소,인천광역시,웅진군,대청면,대청도 여객선 선착장옆 물량장,항포구,선진포,선착장,침수,추락,37.82603056,124.7167306
2013-08-03,2013,01:10,심야,토요일,남해 지방청,울산,기장 파출소,울산광역시,기장군,기장읍,부산 기장군 대변파출소 앞 209대성호 선미방향 10m ,해안가,대변항,대변파출소 부근,침수,추락,35.22232222,129.23065
2013-08-05,2013,12:08,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,가경주항 선착장 ,항포구,가경주항,선착장,침수,침수,36.40716667,126.4110861
2013-08-20,2013,09:46,오전,화요일,서해 지방청,목포,서산 파출소,전라남도,해남군,문내면,전남 해남군 문내면 우수영 구구횟집 ~ 선착장 방향 약 100m지점 해변,항포구,우수영항,여객선 터미널,침수,추락,34.58819722,126.3106667
2013-08-23,2013,,,,동해 지방청,속초,속초 파출소,강원도,속초시,청호동,속초항 신수로 남방파제,항포구,속초항,남방파제,침수,추락,38.20123611,128.5978278
2013-08-23,2013,10:12,오전,금요일,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,창원시 진해구 안곡동 나가야 해안,항포구,속천항,밤섬횟집,비침수,추락,35.13452778,128.6732
2013-08-29,2013,,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,화양면,여수시 화양면 공정리 선착장,항포구,공정리,선착장,침수,추락,34.63983611,127.5745833
2013-08-31,2013,,,,서해 지방청,목포,지도 파출소,전라남도,무안군,현경면,홀통 마산활어마트 인근,해안가,마산리,마산리 선착장,비침수,추락,35.07131389,126.3446972
2013-09-01,2013,18:53,,,동해 지방청,포항,영일만 파출소,경상북도,포항시,북구,흥해읍 칠포1리항,항포구,칠포항,해안가,침수,추락,36.14305556,129.3954583
2013-09-07,2013,,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 소재 신기항 서편선착장,항포구,신기항,서편 선착장,침수,추락,34.60080833,127.7405833
2013-10-18,2013,09:35,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 소율항,항포구,소율항,해안길,침수,추락,34.60406667,127.7953389
2013-11-02,2013,14:30,,,제주 지방청,제주,한림 파출소,제주특별자치도,제주시,한림읍,한림읍 소재 한수리 방파제 내측,항포구,,,침수,추락,33.42222222,126.2619444
2013-11-20,2013,,,,남해 지방청,울산,대변 파출소,부산광역시,기장군,기장읍,연화리 소재 하루방 횟집 앞,항포구,신암항,하루방횟집,일부침수,추락,35.21466667,129.2233611
2013-11-26,2013,12:00,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,신월동,여수시 신월동 금성 휴먼터치빌 아파트 앞 관공선 부두,항포구,관공선 부두,,침수,추락,34.72214444,127.707125
2013-12-15,2013,19:30,,,남해 지방청,울산,대변 파출소,부산광역시,기장군,일광면,문동리 매립공사장(공사로 인한 웅덩이 형성),해안가,매립공사장,,침수,추락,35.30966667,129.26075
2013-12-17,2013,09:15,,,중부 지방청,인천,인항 파출소,인천광역시,서구,원창동,인천 서구 원창동 SK저유소 제4부두 돌핀부두,항포구,부두,돌핀부두,침수,추락,37.45791389,126.6228278
2013-12-30,2013,07:40,오전,월요일,서해 지방청,여수,광양 파출소,전라남도,광양시,태인동,광양시 태인동 소재 태인대교,해안가,태인대교,,침수,추락,34.95998056,127.7528944
2014-01-09,2014,11:56,,,서해 지방청,여수,녹동 파출소,전라남도,보성군,회천면,전남 보성군 회천면 동율방파제,항포구,동율,선착장,침수,추락,34.66985278,127.0950972
2014-01-19,2014,08:43,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,포항신항 6문 14번 선석 ,항포구,포항신항,,침수,추락,36.02613889,129.4042056
2014-02-17,2014,19:00,,,서해 지방청,완도,땅끝 파출소,전라남도,해남군,황산면,해남군 황산면 한자리 인근 선착장,항포구,산소항,물량장,침수,추락,34.53541944,126.4350639
2014-02-19,2014,08:08,오전,,남해 지방청,통영,고현 파출소,경상남도,거제시,하청면,거제시 하청면 신동마을 하청선착장 앞 약5m,항포구,선착장,,침수,추락,34.96002778,128.6471389
2014-02-25,2014,14:45,,,서해 지방청,완도,노화 파출소,전라남도,완도군,노화읍,완도군 노화읍 당산리 선착장 앞 20m ,항포구,큰당산리항,선착장,침수,추락,34.19668611,126.5525306
2014-03-04,2014,08:18,,,서해 지방청,완도,노화 파출소,전라남도,완도군,보길면,완도군 보길면 통리선착장 앞 ,항포구,통리,선착장,침수,추락,34.15586389,126.5784583
2014-03-06,2014,20:25,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,웅천동,여수시 웅천동 친수공원 앞 ,해안가,친수공원,해안도로,침수,추락,34.74876667,127.6660583
2014-03-06,2014,23:59,오전,,남해 지방청,통영,남해 파출소,경상남도,남해군,상주면,남해군 상주면 금포마을 선착장 앞 ,항포구,금포항,떼루아펜션 인근 선착장,침수,추락,34.71848889,128.0086611
2014-04-10,2014,15:53,,,제주 지방청,제주,한림 파출소,제주특별자치도,제주시,애월읍,애월항 서방파제 앞 3m (차량발견해점 물양장암벽 약 10m수중),방파제,,,침수,추락,33.46756389,126.3219472
2014-04-15,2014,13:15,,,서해 지방청,완도,회진 파출소,전라남도,장흥군,관산읍,전남 장흥군 관산읍 신동리 사금마을 선착장,항포구,신동항,선착장,침수,추락,34.54488333,126.9888417
2014-04-24,2014,11:28,,,중부 지방청,인천,인항 파출소,인천광역시,중구,항동,인천 남항 서부두 미래해운 앞 ,항포구,남항승선장,미래해운,침수,추락,37.45214722,126.6096028
2014-04-29,2014,07:15,,,서해 지방청,완도,완도 파출소,전라남도,완도군,완도읍,전남 완도군 완도읍 석장리 항포구,항포구,석장리 항포구,,침수,추락,34.30216111,126.7357056
2014-04-29,2014,11:08,오전,화요일,남해 지방청,창원,신항광역 파출소,부산광역시,강서구,성북동,다목적부두 터미널 앞,항포구,다목적부두,1부두,침수,추락,35.07413889,128.8336417
2014-05-02,2014,02:40,,,동해 지방청,속초,대포 파출소,강원도,양양군,현북면,강원 양양군 현북면 손양면 수산리 요트마리나 주차장 아래 항내,항포구,수산항,마리나 리조트 주차장,침수,추락,38.07715556,128.6737944
2014-05-03,2014,16:30,,토요일,남해 지방청,울산,기장 파출소,울산광역시,기장군,기장읍,부산광역시 기장군 연화리 서암마을 앞 ,항포구,신임항,서암마을회관,침수,추락,35.21444444,129.2230278
2014-05-11,2014,08:30,,,중부 지방청,인천,연평 파출소,인천광역시,웅진군,연평면,인천 옹진군 연평면 연육교 다리 밑 잠수도로,해안가,연육교,다리,비침수,추락,37.65622222,125.7049722
2014-05-12,2014,07:50,오전,월요일,남해 지방청,부산,송정 파출소,부산광역시,해운대구,송정해변로,부산 송정항 어촌계 사무실 앞 ,항포구,부산,어촌계 사무실,침수,추락,35.18058889,129.205725
2014-05-14,2014,,,,동해 지방청,속초,주문진 파출소,강원도,양양군,현북면,기사문항 정치망 계류장,항포구,기사문항,정치망 계류장,침수,추락,38.00697222,128.730575
2014-05-14,2014,17:02,오후,수요일,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 달아마을 화물선 선착장 앞 ,항포구,달이항,물량장,침수,추락,34.77,128.4113889
2014-05-25,2014,15:20,오후,,서해 지방청,부안,고창 파출소,전라북도,고창군,상하면,구시포해수욕장 1987부대 부근 갯벌체험장,해안가,,,침수,추락,35.44,126.4330556
2014-05-31,2014,22:46,,,남해 지방청,창원,신항광역 파출소,부산광역시,강서구,천성동,천성항 중앙방파제 입구 해상,항포구,방파제,,침수,추락,35.02829444,128.815375
2014-06-04,2014,20:15,,,동해 지방청,포항,강구 파출소,경상북도,영덕군,남정면,원척리 1박2일 펜션 앞,해안가,,,침수,추락,36.30083333,129.3783333
2014-06-09,2014,17:10,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,남면,여수시 남면 금오도 여천마을 여객선 선착장,항포구,,여객선 선착장,침수,추락,34.55040556,127.7528944
2014-06-15,2014,21:35,,,남해 지방청,부산,영도 파출소,부산광역시,영도구,중리,부산 영도구 소재 중리 항포구,항포구,중리항,,침수,추락,35.06818889,129.0653694
2014-07-08,2014,05:17,,,서해 지방청,완도,회진 파출소,전라남도,장흥군,안양면,전남 장흥군 안양면 수문방파제 앞 ,항포구,수문항,방파제 앞,침수,추락,34.63043889,127.0303361
2014-07-15,2014,23:05,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 우두리 백초 여수마린 앞,해안가,여수마린 앞,해안도로,침수,추락,34.72730556,127.7418056
2014-07-18,2014,23:03,오전,금요일,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,전남 여수시 돌산읍 우두리 무량민박 앞 ,해안가,무량민박 앞,해안도로,침수,추락,34.72703333,127.74195
2014-07-19,2014,18:30,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,전남 완도군 신지면 물하태선착장,항포구,물하태,선착장,침수,추락,34.32776389,126.7762667
2014-07-24,2014,11:56,,,남해 지방청,창원,마산 파출소,경상남도,창원시,성산구,경남 창원시 성산구 귀곡동 용호마을 앞 해양스포츠연수원 전용선착장,항포구,귀곡항,해양마리나,침수,추락,35.16255556,128.607875
2014-07-30,2014,17:50,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,전남 완도군 신지면 임촌항 우측 모래사장,항포구,임촌항,,비침수,추락,34.32498611,126.8036
2014-07-30,2014,19:22,,,동해 지방청,포항,감포 파출소,경상북도,경주시,감포읍,감포리 384-2번지 앞,항포구,감포항,,침수,추락,35.80538889,129.5028333
2014-08-08,2014,18:14,저녁,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,마산 수협공판장 앞 ,항포구,수협 공판장 앞,,침수,추락,35.20252778,128.5803889
2014-08-15,2014,23:50,심야,,남해 지방청,통영,사천 파출소,경상남도,통영시,사량면,통영시 사량면 사량농협 물양장 1미터 앞 ,항포구,물량장,사랑농협 물량장,침수,추락,34.84325278,128.2211167
2014-08-17,2014,03:57,,,동해 지방청,속초,속초 파출소,강원도,속초시,동명동,속초시 동명동 양미리부두 앞 ,항포구,양미리,부두,침수,추락,38.21102778,128.596125
2014-09-02,2014,10:01,오전,화요일,남해 지방청,부산,송정 파출소,부산광역시,해운대구,송정해변로,부산시 송정항 어촌계 사무실 앞 ,항포구,송정항,어촌계 사무실,침수,추락,35.18058889,129.205725
2014-09-07,2014,10:41,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,장봉도,인천 옹진군 장봉도 옹암선착장,항포구,옹암,선착장,비침수,추락,37.531625,126.3846778
2014-09-07,2014,,,,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,북항5부두(외쪽),항포구,북항,5부두,침수,추락,34.80219444,126.3567972
2014-09-14,2014,01:43,,,제주 지방청,제주,한림 파출소,제주특별자치도,제주시,한림읍,13:45경 상황실로부터 시간 미상경 애월항에 차량 1대가 추락하였다며 즉시 현장 출동 조치 요한다는 전화 접수,항포구,,,침수,추락,33.46847222,126.3233056
2014-09-15,2014,08:20,,,남해 지방청,부산,다대 파출소,부산광역시,사하구,장림,사하구 장림 보덕 2교 아래 ,해안가,육교,보덕 2교,일부침수,추락,35.08127778,128.9581111
2014-09-16,2014,07:30,오전,화요일,서해 지방청,목포,북항 파출소,전라남도,신안군,압해읍,전남 신안군 압해읍 송공선착장,항포구,선착장,,침수,추락,34.84835278,126.226425
2014-09-23,2014,11:00,오전,화요일,남해 지방청,통영,통영 파출소,경상남도,통영시,동호동,통영시 동호동 소재 통영수협1번냉동공장 앞 ,항포구,수협 냉동공장,,침수,추락,34.84090833,128.4351861
2014-09-29,2014,,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기도 안산시 단원구 대부북동 방아머리 선착장,항포구,방아머리,선착장,침수,추락,37.29665,126.5740361
2014-10-03,2014,14:42,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,하청면,거제시 하청면 실전리 칠천도연륙교 위 추락,해안가,연육교,도로,침수,추락,34.98038889,128.6470667
2014-10-09,2014,11:50,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,홍원항 홍원파출소 앞 ,항포구,홍원항,홍원파출소 앞,침수,추락,36.15901389,126.4998056
2014-10-10,2014,,,,남해 지방청,울산, 대변 파출소,부산광역시,기장군,일광면,부산 기장군 일광면 학리방파제옆 해상,항포구,학리항,학리방파제,침수,추락,35.25904722,129.2471167
2014-10-21,2014,,,,동해 지방청,동해,강릉 파출소,강원도,강릉시,견소동,요트마리나 주차장 ,항포구,강릉항,,침수,추락,37.77272222,128.9513472
2014-11-01,2014,19:50,,,서해 지방청,여수,광양 파출소,전라남도,여수시,묘도동,여수시 묘도동 묘도선착장,항포구,묘도선착장,,침수,추락,34.87121389,127.7118806
2014-11-01,2014,21:05,오전,토요일,남해 지방청,부산,영도 파출소,부산광역시,영도구,동삼동,부산 영도구 중리 소재 남고등학교 앞 ,해안가,중리항,남고등학교 앞,침수,추락,35.06865833,129.0653444
2014-11-06,2014,06:45,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,대천항 서부수협 앞 경사로부두,항포구,대천항,서부수협,침수,추락,36.32758056,126.5138083
2014-11-09,2014,,,,동해 지방청,속초,거진 파출소,강원도,고성군,현내면,초도항 내,항포구,,,비침수,추락,38.48638889,128.4386111
2014-11-13,2014,12:50,오후,목요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,국동,전남 여수시 어항단지로 국동출장소 앞 방파제,항포구,,방파제,,추락,34.72454444,127.7120611
2014-11-17,2014,18:24,,,서해 지방청,완도,완도 파출소,전라남도,완도군,군외면,전남 완도군 군외면 원동터미널 앞 ,해안가,원동터미널 부근,해안도로,침수,추락,34.39256667,126.6482556
2014-12-15,2014,07:00,,,동해 지방청,포항,축산 파출소,경상북도,영덕군,축산읍,축산항 경북북부수협 위판장 앞 약 5미터 ,항포구,축산항,,침수,추락,36.50936944,129.4495889
2015-01-10,2015,11:36,오전,,남해 지방청,통영,통영 파출소,경상남도,통영시,도천동,통영시 정량동 소재 세일철물상사 앞 ,항포구,동호항,세일철물상사 앞,침수,추락,34.84418611,128.4343333
2015-01-12,2015,,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,덕교동,인천 중구 잠진선착장,항포구,잠진도,선착장,침수,추락,37.41684722,126.4151
2015-01-12,2015,23:50,,,남해 지방청,울산,방어진 파출소,울산광역시,동구,일산동,일산해수욕장 앞 회센터 앞 ,해안가,해안가,일산수산물 센터 앞,일부침수,추락,35.50027778,129.43475
2015-01-17,2015,,,,서해 지방청,완도,땅끝 파출소,전라남도,진도군,고군면,전남 진도군 고군면 벌포선착장,항포구,벌포,선착장,침수,추락,34.47125,126.3713611
2015-01-20,2015,16:40,,,중부 지방청,인천,정서진 파출소,인천광역시,서구,영종대로,영종대교,해안가,영조대교,해안도로,비침수,추락,37.545,126.5827778
2015-01-22,2015,13:39,,,중부 지방청,보령,서부 파출소,충청남도,홍성군,천북면,"홍성군 홍성방조제(장은항, 수룡항 사이)",항포구,,,비침수,추락,36.52361111,126.4861111
2015-01-29,2015,05:11,심야,목요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,화양면,전남 여수시 화양면 용주리 방파제 앞 ,해안가,용주항,방파제,침수,추락,34.71630556,127.628025
2015-01-31,2015,20:30,,,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,창원시 진해구 이동 선착장,항포구,,이동 선착장,침수,추락,35.14368611,128.6887694
2015-02-12,2015,09:20,오전,목요일,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,마산합포구 진동면 고현마을 농협앞 해상,항포구,고현마을 농협,진동농협 부근,침수,추락,35.10208611,129.4795556
2015-02-27,2015,14:35,,,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,외도이동,의도1동 연대포구,항포구,,,침수,추락,33.49497222,126.4268889
2015-03-04,2015,16:30,,,서해 지방청,완도,마량 파출소,전라남도,완도군,고금면,전남 완도군 고금면 상정항,항포구,상정항,,침수,추락,34.35413611,126.7760333
2015-03-13,2015,12:45,오후,금요일,서해 지방청,목포,북항 파출소,전라남도,목포시,북항동,목포시 죽교동 북항 2부두 선착장,항포구,북항,2부두,침수,추락,34.80588333,126.3632528
2015-03-15,2015,07:40,,,서해 지방청,완도,마량 파출소,전라남도,완도군,약산면,완도군 약산면 당목항 여객선착장 앞 ,항포구,선착장,,침수,추락,34.37833333,126.9463889
2015-03-20,2015,22:14,,,서해 지방청,완도,노화 파출소,전라남도,완도군,노화읍,완도군 노화읍 미라리선착장,항포구,미라항,미라리 선착장,침수,추락,34.21064444,126.5568167
2015-04-04,2015,22:30,심야,,남해 지방청,통영,노량 파출소,경상남도,하동군,금성면,하동군 금성면 갈사리 소재 나팔횟집 인근,해안가,해안도로,나팔횟집,침수,추락,34.94780556,127.7801583
2015-04-05,2015,16:30,오후,일요일,서해 지방청,목포,흑산 파출소,전라남도,신안군,흑산면,흑산면 홍도항 북쪽부두 좌측 끝부분,항포구,홍도항,,침수,추락,34.68391944,125.1931444
2015-04-05,2015,20:30,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 구산면 석곡리 선착장,항포구,명주항,선착장,침수,추락,35.10814722,128.5482222
2015-04-09,2015,07:05,,,서해 지방청,완도,노화 파출소,전라남도,완도군,노화읍,완도군 노화읍 잘포리 방파제 앞 ,항포구,잘포리,방파제,침수,추락,34.18524167,126.5615083
2015-04-15,2015,07:29,,,서해 지방청,완도,마량 파출소,전라남도,강진군,마량면,강진군 마량면 미향로 마량항 방파제 앞 ,항포구,마량항,방파제,침수,추락,34.44845,126.8235306
2015-04-26,2015,17:20,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,한산도,"통영시 한산도 제승당 선착장 앞 여객선 뉴파라다이스(여객선, 197톤)",항포구,선착장,,,추락,34.79444444,128.4725
2015-05-02,2015,08:44,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,안산시 방아머리 선착장 끝단,항포구,방아머리,선착장,침수,추락,37.29665,126.5740361
2015-05-02,2015,09:10,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 구산면 상용호삼거리,해안가,해안도로,상용호 삼거리 삼보가든,침수,추락,35.07615,128.6023361
2015-05-12,2015,02:55,심야,화요일,남해 지방청,통영,통영 파출소,경상남도,통영시,항남동,통영시 항남동 한산호텔 앞 ,항포구,방파제,한산호텔 앞,침수,추락,34.83953056,128.421875
2015-05-16,2015,15:10,오후,,남해 지방청,통영,사천 파출소,경상남도,사천시,늑도동,사천시 늑도동 늑도항 동방파제,항포구,늑도항,방파제,,추락,34.92516111,128.0378722
2015-05-18,2015,11:32,오전,월요일,남해 지방청,부산,감천 파출소,부산광역시,사하구,구평동,부산 사하구 감천항 5부두 동방조선 앞 ,항포구,감천항,동방조선 앞,침수,추락,35.08308333,128.9928889
2015-05-19,2015,05:30,,,서해 지방청,완도,노화 파출소,전라남도,완도군,보길면,전남 완도군 보길면 통리해수욕장 우측 방파제,항포구,통리,방파제,비침수,추락,34.15586389,126.5784583
2015-05-24,2015,,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,전남 완도군 신지면 물하태선착장,항포구,물하태,선착장,침수,추락,34.32776389,126.7762667
2015-05-26,2015,14:51,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 가포 신항부두 2선식 계류,항포구,마산항,신항부두 2선식,침수,추락,35.19411667,128.571275
2015-06-06,2015,16:10,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,길상면,해안남로 298번길 장어마을 앞 도로,해안가,해안도로,장어마을,비침수,추락,37.61030278,126.5204639
2015-06-09,2015,14:27,오후,,남해 지방청,통영,고성 파출소,경상남도,통영시,도산면,통영시 도산면 오륜리 소재 가오치 선착장,항포구,선착장,가오치 선착장,,추락,34.90722222,128.3211111
2015-06-13,2015,12:15,오후,토요일,서해 지방청,목포,북항 파출소,전라남도,목포시,북항동,전남 목포시 죽교동 북항 2부두 선착장,항포구,북항,2부두,침수,추락,34.80588333,126.3632528
2015-06-18,2015,21:35,,,서해 지방청,완도,완도 파출소,전라남도,완도군,완도읍,전남 완도군 완도읍 해조류박람회 옆 물량장,항포구,물량장,,비침수,추락,34.32111111,126.7486111
2015-06-25,2015,19:20,,,남해 지방청,창원,마산 파출소,경상남도,창원시,봉암동,성지공업사 해안가,해안가,해안도로,성지공업사,침수,추락,35.21095278,128.6027194
2015-06-28,2015,10:23,,,동해 지방청,포항,구룡포 파출소,경상북도,포항신,남구,구룡포읍 구룡포항북방파제 활어위판장,항포구,구룡포항,구룡포 방파제,침수,추락,35.98851389,129.5593194
2015-06-28,2015,00:05,,,남해 지방청,울산,기장 파출소,부산광역시,기장군,기장읍,부산시 기장군 죽성리 두호마을 두호선착장 앞 해상,항포구,두호항,선착장 앞 해상,침수,추락,35.24247222,129.2465278
2015-07-01,2015,,,,서해 지방청,목포,진도 파출소,전라남도,진도군,임회면,굴포선착장 앞 ,항포구,굴포항,굴포 선착장,침수,추락,34.36802778,126.2089611
2015-07-09,2015,16:20,오후,,남해 지방청,통영,장승포 파출소,경상남도,거제시,덕포동,거제시 독포동 덕포횟집 선착장 앞,항포구,선착장,덕포횟집 앞,침수,추락,34.91260556,128.7142139
2015-07-11,2015,,,,동해 지방청,동해,울릉 파출소,경상북도,울릉군,울릉읍,저동항 어판장 19홀,항포구,저동항,,침수,추락,37.49361667,130.9100361
2015-07-12,2015,00:18,,,동해 지방청,포항,후포 파출소,경상북도,울진군,후포읍,후포항내 여객선터미널 부두 앞 ,항포구,후포항,여객선 부두,침수,추락,36.679275,129.4609389
